id,num_orders
1473650,623.575
1318829,381.795
1485144,646.9
1440877,408.48
1259634,376.79
1197323,398.78
1334064,243.915
1474493,279.95
1452523,307.955
1109460,232.695
1397686,538.56
1436925,303.58
1271835,258.815
1266289,301.465
1172743,409.255
1028916,616.17
1373369,918.865
1159100,1003.71
1078309,1009.62
1444543,1376.22
1403090,1260.305
1091288,1004.505
1357059,976.07
1258709,1349.985
1016250,911.015
1291439,1371.625
1487991,301.275
1173983,286.51
1455460,180.255
1093777,268.17
1284038,226.43
1398418,222.145
1100317,261.46
1050205,221.535
1355831,168.02
1205352,222.58
1352373,444.29
1145134,366.73
1285247,425.82
1485963,328.425
1410494,346.275
1194947,389.255
1479842,568.765
1141874,419.44
1219813,380.77
1020182,401.64
1083024,580.32
1027186,305.765
1226206,533.095
1193020,264.62
1208269,266.485
1441531,556.875
1201640,527.815
1412072,250.79
1063733,268.045
1196516,257.385
1115748,289.955
1281521,368.83
1451363,513.87
1430974,375.64
1461605,504.33
1248805,373.435
1365062,404.855
1413517,369.61
1079468,651.945
1462434,492.225
1171225,298.705
1113088,420.335
1421572,352.69
1231421,418.705
1155226,423.495
1050090,322.12
1462159,388.95
1262088,357.855
1059783,417.365
1068765,290.65
1221985,372.485
1301321,396.62
1463289,314.045
1275946,437.75
1400875,230.655
1348564,346.87
1273247,472.635
1017611,466.165
1062279,431.69
1237961,372.54
1224992,296.275
1311411,374.685
1058810,358.67
1180280,181.74
1171237,192.72
1345370,317.985
1361205,326.225
1020415,333.065
1490702,416.74
1214923,241.395
1295739,90.535
1371494,143.665
1242910,155.395
1297462,111.48
1408420,149.985
1468795,169.085
1322980,144.925
1278810,128.635
1286425,143.65
1287421,143.975
1117909,325.78
1387886,279.035
1344564,319.69
1155339,278.765
1270105,357.6
1299390,309.06
1402691,278.58
1435663,320.945
1499834,374.365
1185266,431.655
1485491,319.89
1493366,283.625
1244054,266.22
1339975,402.85
1493137,335.73
1482630,357.375
1237519,442.015
1414111,247.195
1290325,269.255
1064432,269.285
1220040,173.865
1275484,159.04
1272211,184.755
1290617,184.255
1321339,185.25
1458201,179.91
1219875,185.695
1085852,184.02
1334748,162.3
1224780,173.535
1198616,263.165
1177611,255.985
1077911,256.37
1305831,243.73
1098936,175.245
1189364,247.55
1495457,265.22
1193672,242.005
1177716,259.38
1125817,192.69
1093651,517.105
1009004,780.985
1447838,519.15
1339194,526.62
1027184,660.955
1366421,505.23
1395557,404.965
1382148,484.285
1066186,517.75
1437787,501.87
1106809,636.36
1318582,865.18
1438968,916.925
1361549,552.035
1057783,464.83
1004386,614.8
1315211,558.33
1428093,972.87
1163409,875.065
1040148,970.925
1460445,567.605
1180058,408.87
1462684,488.65
1138520,409.545
1317061,393.03
1054840,356.895
1438974,381.79
1002774,362.65
1159437,404.615
1089638,435.26
1443523,161.52
1163835,148.825
1494285,199.44
1318970,166.57
1230640,155.175
1350989,171.9
1469698,180.015
1157662,150.93
1365942,165.325
1241167,137.725
1450701,780.265
1224760,714.44
1363494,686.345
1324577,651.36
1491314,713.4
1158272,384.7
1412751,691.56
1112151,703.965
1219827,667.66
1187185,739.03
1257724,416.88
1138065,247.215
1331635,365.96
1089050,446.635
1209677,330.075
1178390,252.24
1232486,367.88
1165663,315.415
1115081,276.48
1294491,376.745
1040703,483.21
1012461,465.97
1431639,625.97
1121810,595.06
1054385,483.655
1106975,583.105
1094087,570.275
1140825,542.93
1340524,642.005
1133545,563.63
1259591,1069.88
1327142,1087.26
1249310,1210.44
1337116,1281.15
1426288,1023.78
1178106,721.145
1112605,1229.295
1297011,980.555
1015985,910.645
1413327,1216.995
1173972,1250.45
1350644,1003.355
1103990,811.39
1093038,796.89
1435909,919.51
1158632,847.72
1044666,918.595
1022214,748.54
1109852,789.035
1103251,853.56
1113951,177.705
1075058,175.535
1395991,139.33
1060374,189.945
1344988,119.53
1379139,120.535
1216578,117.23
1347909,114.85
1124487,181.83
1314422,128.07
1026962,297.6
1019750,370.405
1052756,282.89
1199363,292.085
1268913,216.315
1301467,213.945
1203194,343.41
1182935,245.885
1163522,280.835
1072037,225.5
1398096,64.19
1094768,96.81
1458256,152.415
1469568,127.625
1042422,90.555
1281477,74.335
1427545,65.67
1398303,76.565
1297500,68.915
1184259,84.24
1359066,438.735
1328835,453.465
1375031,473.61
1180363,661.4
1079995,632.4
1468705,503.02
1041884,598.16
1161571,682.935
1049477,607.975
1363599,427.025
1138175,287.62
1165312,321.72
1419232,312.575
1093243,331.575
1146579,374.59
1250371,291.28
1441494,312.01
1146752,373.79
1427935,323.88
1012377,235.98
1264350,531.905
1169852,543.32
1392031,679.725
1140763,617.205
1359423,674.815
1145373,623.9
1381586,681.18
1486989,602.305
1061075,634.89
1018684,623.61
1165135,184.95
1365978,136.66
1425692,145.755
1352787,172.205
1106798,146.945
1151845,136.915
1446773,152.395
1000259,128.27
1361688,146.285
1339452,161.46
1296483,404.92
1265643,438.63
1243332,433.335
1017985,466.225
1002910,377.585
1214298,426.885
1265634,437.355
1490788,510.705
1054015,443.72
1394286,447.41
1020966,153.365
1210680,129.285
1007010,158.795
1426974,133.42
1167015,138.575
1208134,118.495
1088146,159.055
1384893,150.715
1295493,132.28
1237768,167.335
1134786,776.65
1052017,1040.505
1209585,665.705
1115016,1053.295
1101235,1072.235
1448019,1133.96
1315737,597.67
1039269,1025.605
1436545,857.28
1445418,915.275
1001412,169.86
1389027,184.415
1406711,227.015
1070287,174.55
1084653,425.205
1137633,164.41
1233884,316.385
1315294,163.885
1282318,298.84
1206406,179.81
1245457,426.19
1324576,543.82
1054723,534.335
1240913,679.295
1403942,493.665
1004923,675.905
1429694,414.85
1029910,583.33
1228946,531.67
1119476,471.34
1306935,810.715
1349929,811.155
1391689,872.17
1350008,693.135
1017175,1031.295
1230601,775.55
1353563,697.315
1460117,592.8
1366885,703.71
1096075,1085.47
1117594,665.44
1486028,642.71
1135738,688.205
1222614,556.105
1406377,642.685
1244061,492.055
1003197,523.99
1289790,529.105
1036601,602.72
1050954,651.985
1492614,143.365
1468175,140.11
1127745,187.77
1356109,145.14
1288414,151.335
1186700,154.99
1088403,155.79
1133590,208.26
1155657,221.525
1348738,160.92
1497813,372.535
1094690,319.38
1152196,236.365
1003610,251.875
1479704,660.6
1068127,306.38
1222762,207.5
1324076,445.48
1473003,338.205
1343036,376.13
1255407,426.63
1338733,383.44
1482136,206.715
1147855,352.275
1311799,346.455
1306558,370.815
1494027,486.6
1265348,724.75
1083041,743.91
1003331,438.665
1123214,1164.095
1038791,1222.2
1134852,1166.6
1403461,939.635
1002912,815.01
1089089,1222.29
1082554,478.53
1353572,291.345
1015394,781.22
1320654,1129.14
1108704,292.63
1349640,393.615
1233603,214.2
1240827,167.135
1054033,287.5
1398644,322.5
1303762,322.285
1272724,289.965
1423160,308.29
1055961,289.445
1481640,202.71
1031471,347.175
1241213,155.14
1055152,108.585
1075123,109.8
1365959,144.845
1195304,119.68
1211091,135.38
1373638,616.74
1091949,609.78
1485637,353.91
1214130,336.77
1277790,267.835
1014247,435.155
1415059,314.995
1107132,262.41
1011846,334.9
1036998,301.145
1006386,326.64
1412745,360.465
1375145,669.05
1354719,776.145
1416624,718.195
1162670,777.835
1473999,552.87
1415730,628.895
1070101,775.99
1149110,753.0
1268657,730.535
1125034,830.65
1233869,510.885
1478615,549.405
1081273,508.805
1452584,467.75
1082717,557.66
1009386,456.32
1251805,352.105
1390565,448.17
1301315,478.095
1033019,601.17
1127204,102.265
1454285,200.575
1230213,106.59
1216199,104.69
1338024,108.61
1316220,107.23
1261077,112.605
1499021,226.565
1384202,123.65
1327954,111.29
1139730,904.7
1301842,623.245
1251244,1015.41
1183358,921.48
1059732,838.79
1151274,927.155
1072415,896.365
1469941,531.97
1288037,956.44
1325139,588.36
1101375,988.25
1398435,539.345
1353965,583.13
1183936,833.025
1311911,554.305
1062494,957.2
1410039,672.145
1187463,585.615
1082477,1163.665
1345516,657.305
1022008,538.2
1438700,719.015
1314739,667.455
1316314,668.24
1050661,553.175
1317396,664.605
1179891,630.63
1035233,544.995
1011404,535.52
1306324,661.595
1473058,320.94
1463455,317.985
1248427,200.95
1173141,289.875
1471497,321.08
1455556,264.695
1305973,223.37
1456111,296.71
1311369,259.965
1084924,236.325
1075942,2072.245
1458788,938.585
1108592,2133.655
1091948,2101.805
1028978,2039.76
1480899,981.84
1043364,978.645
1390783,1398.085
1083460,1054.5
1113545,2290.605
1175098,739.52
1107789,365.365
1472551,617.605
1434395,663.485
1204957,710.58
1066271,408.155
1201647,332.12
1207963,330.525
1224651,337.11
1102821,377.005
1413179,860.155
1064720,840.11
1333985,859.095
1485965,869.445
1045179,1163.21
1034980,900.96
1055582,1155.2
1444798,897.035
1059223,1322.875
1047097,1161.44
1121896,237.39
1093815,254.385
1171798,287.15
1110818,249.085
1368837,160.635
1016415,218.29
1300798,260.32
1093179,249.94
1305192,295.12
1095872,266.905
1000264,269.56
1253533,207.395
1109365,279.04
1492072,203.315
1369989,240.275
1233753,151.965
1113550,208.705
1119683,219.55
1351878,183.06
1143262,228.355
1058344,321.51
1414470,358.485
1252992,261.185
1115685,420.975
1421486,356.11
1320342,380.32
1021911,239.335
1251776,281.225
1165288,412.695
1113019,138.36
1116213,378.795
1044947,403.96
1402049,342.465
1073679,181.375
1088866,365.27
1194180,100.88
1474476,135.605
1049402,412.625
1416839,720.405
1218844,431.615
1170492,468.01
1091303,487.26
1367373,319.835
1241826,436.77
1023270,513.455
1495450,380.13
1383578,544.09
1482218,374.785
1414458,403.745
1306516,432.57
1180610,712.605
1323085,543.085
1212285,668.19
1039279,732.56
1395825,634.355
1386899,575.645
1216036,791.215
1225001,803.63
1196661,510.295
1496261,535.065
1194929,569.76
1209119,514.79
1397954,548.755
1433003,564.085
1306725,521.165
1355897,539.15
1064394,458.825
1299518,520.22
1401228,202.535
1495883,282.2
1186113,289.345
1452283,214.94
1478258,210.52
1197751,283.815
1124970,269.86
1131633,251.59
1414498,186.805
1453888,228.185
1158313,454.16
1100676,483.095
1158135,500.69
1171800,473.32
1026264,450.205
1321385,485.155
1050460,479.89
1146215,520.35
1419175,423.0
1372396,383.4
1432207,187.15
1394210,163.55
1443225,240.255
1342526,82.45
1449114,226.875
1123390,170.5
1247236,126.46
1261392,126.285
1489922,202.535
1401658,112.68
1125250,866.675
1037647,1075.14
1138222,654.02
1266103,996.965
1003947,1079.47
1348210,632.795
1145349,1024.21
1373036,988.585
1309199,835.63
1171211,649.77
1402145,520.84
1475657,529.195
1467695,545.4
1147970,382.595
1378850,725.845
1121390,827.52
1237926,926.185
1492615,891.005
1006586,315.09
1000914,311.03
1405281,603.46
1140630,767.49
1179175,738.805
1328240,540.555
1148498,674.94
1444150,647.085
1184976,519.16
1455643,645.14
1054872,612.495
1465520,647.18
1235991,244.385
1357362,163.065
1224648,268.39
1042687,218.07
1435100,174.805
1386731,152.99
1030695,217.07
1254045,197.78
1392602,154.85
1443272,189.345
1147078,71.465
1065907,81.05
1354825,68.05
1177980,83.12
1201164,72.72
1003099,130.455
1002495,127.68
1365578,65.16
1419626,64.4
1195370,60.26
1207458,294.15
1408017,274.38
1090667,562.64
1397788,291.445
1227739,314.09
1362484,290.34
1097531,510.02
1082537,572.105
1484097,325.89
1325444,321.13
1276142,391.16
1333143,320.19
1487777,428.45
1395108,206.99
1042584,327.93
1274476,335.03
1055703,300.31
1247424,263.035
1302516,297.45
1171030,352.675
1266519,673.82
1137275,1489.495
1266254,1578.01
1125205,1398.33
1282243,669.745
1265496,1616.54
1269069,1592.815
1421700,1428.925
1095834,1542.405
1175473,1527.35
1299709,106.31
1454164,99.94
1068339,160.245
1131994,121.875
1452032,100.975
1268214,65.68
1261241,109.92
1209168,106.215
1106716,148.135
1104690,155.6
1117544,401.72
1417850,455.855
1211259,463.595
1431972,425.635
1475506,492.63
1409045,419.915
1410758,458.25
1368841,519.77
1409653,444.315
1251129,495.835
1199822,525.595
1306963,484.02
1352289,298.925
1487534,487.22
1043614,474.69
1388656,380.565
1464836,405.485
1072381,518.83
1388909,380.565
1280894,793.62
1356370,75.775
1245069,52.245
1295639,71.325
1305904,71.16
1292177,71.045
1317384,71.945
1121211,45.635
1021640,47.495
1210569,53.015
1442046,90.36
1131692,416.13
1325899,370.96
1035806,432.08
1192752,399.98
1154621,419.45
1105567,419.215
1351561,309.58
1284314,351.165
1119425,420.87
1071315,419.34
1053700,311.375
1196897,254.47
1100864,238.97
1095250,260.89
1314012,264.265
1177213,256.275
1312239,286.81
1371943,278.215
1269951,248.41
1124463,251.23
1171380,1063.97
1257945,1069.4
1164850,988.14
1317829,1245.45
1494403,1238.39
1372964,918.865
1028254,911.65
1394819,1015.64
1239193,1234.345
1466747,1149.59
1460540,184.005
1109530,304.1
1140660,228.35
1015607,573.38
1039868,298.65
1179336,197.73
1156949,249.655
1416864,198.785
1229607,217.585
1488828,194.415
1243030,391.29
1342622,394.15
1474891,347.73
1107378,537.985
1120819,436.225
1195282,373.66
1335120,448.45
1377332,388.965
1318602,374.02
1106208,378.79
1496726,788.35
1040688,583.515
1359566,248.62
1322847,540.865
1419205,261.965
1376392,511.41
1471555,527.98
1157631,514.695
1446675,319.07
1171196,276.47
1353589,418.57
1083761,390.83
1017978,423.48
1204607,357.295
1179263,360.18
1287664,364.805
1101142,315.07
1259598,379.285
1403541,365.365
1101243,309.39
1235681,422.79
1473044,451.555
1165704,419.17
1327609,409.475
1382591,385.87
1258870,399.235
1340640,412.54
1165396,420.365
1460743,382.205
1210591,320.025
1428233,230.12
1094909,453.545
1332634,356.06
1226462,369.89
1022245,500.365
1082397,428.495
1136816,367.645
1478736,330.565
1468754,317.265
1392549,279.35
1268353,379.965
1295313,362.14
1086365,381.225
1072664,426.0
1271325,416.225
1468915,411.655
1396555,309.675
1082289,484.44
1471863,410.475
1288038,385.17
1009685,135.935
1103790,117.625
1081466,143.025
1067689,170.455
1320892,145.255
1425915,157.38
1265570,126.94
1117394,123.83
1131780,149.715
1242389,113.14
1214618,345.39
1364865,227.34
1133180,356.395
1008164,304.485
1166614,284.575
1204365,308.685
1426744,231.15
1145434,329.2
1302570,353.235
1158968,280.0
1104767,419.17
1331057,393.455
1203291,451.375
1325692,193.42
1200019,207.37
1101366,211.21
1410252,255.29
1412366,208.485
1491157,324.805
1445037,167.505
1332387,166.315
1146755,187.595
1125510,204.59
1468793,157.445
1474894,189.095
1246237,175.815
1468989,157.445
1264726,165.7
1023588,216.245
1119975,187.555
1296989,268.83
1256467,288.05
1478418,222.65
1141172,197.065
1237197,275.36
1215871,232.245
1015109,293.005
1173440,227.65
1115717,265.915
1112711,551.87
1374089,492.815
1118795,502.145
1140639,544.7
1083175,590.68
1492620,589.605
1175595,562.325
1381389,496.96
1252196,524.79
1125403,546.785
1353415,517.85
1460235,903.57
1445553,914.665
1447369,915.375
1028990,985.445
1184922,554.05
1153898,895.38
1198610,967.465
1079437,563.51
1472394,542.575
1448306,522.89
1419811,389.01
1265062,411.425
1425904,197.995
1125938,375.925
1202900,168.1
1095568,366.71
1300715,384.045
1376035,438.63
1247963,411.37
1242874,138.55
1077197,149.13
1127975,155.625
1230110,155.035
1166412,145.865
1066808,142.69
1470409,157.585
1342442,161.81
1139563,156.32
1003833,147.67
1119729,712.325
1178379,734.81
1168706,370.87
1171672,610.16
1432899,726.49
1268541,670.985
1006145,743.93
1441960,701.165
1183895,676.115
1460906,702.035
1466648,300.66
1217089,316.64
1275462,514.885
1461365,350.935
1159522,255.895
1442492,305.085
1426884,307.855
1223006,314.37
1257596,416.88
1313402,378.97
1009276,421.66
1355967,639.295
1439212,635.675
1145363,541.355
1001921,460.335
1159863,513.395
1347974,648.17
1012491,464.895
1373298,625.925
1355523,640.06
1167271,769.11
1393728,1283.925
1109152,907.34
1366322,1436.735
1101391,1219.06
1478799,963.3
1215120,1040.645
1428408,1023.78
1100774,919.825
1495413,1011.78
1026093,633.115
1185453,783.1
1315380,1106.785
1413823,914.09
1010266,672.365
1091121,759.325
1126295,1132.39
1322521,1402.665
1345620,1398.755
1273456,774.84
1095435,177.435
1323949,155.32
1395799,118.055
1145737,121.84
1238384,130.31
1042036,173.87
1351219,137.345
1085203,150.4
1371386,147.535
1219723,136.185
1003254,293.39
1467189,270.765
1391034,202.08
1402736,337.17
1359141,223.775
1385854,202.855
1364965,288.775
1323652,305.245
1488422,189.8
1426492,202.435
1494166,123.055
1425078,69.82
1280912,75.16
1101451,97.025
1102535,99.26
1192441,71.135
1095607,94.145
1367089,67.255
1159398,75.935
1234591,77.04
1191706,505.1
1131459,758.95
1336230,463.145
1425283,445.24
1320850,469.335
1057220,681.205
1490464,539.245
1245748,429.22
1433608,475.735
1027214,638.24
1105308,283.215
1107240,297.065
1387470,274.965
1184143,368.945
1072620,270.52
1460051,330.47
1111278,328.005
1442651,223.575
1409134,357.61
1051968,278.2
1121765,520.975
1154015,535.075
1193249,647.415
1025216,614.565
1487129,602.305
1132636,590.995
1011414,616.125
1368489,675.085
1369233,704.525
1458746,407.36
1280129,129.54
1114886,144.0
1163765,154.64
1406367,144.97
1142814,164.075
1294699,113.38
1379642,164.485
1244589,139.5
1100387,139.38
1323102,149.84
1159992,387.9
1349938,485.38
1440017,404.595
1021112,498.11
1087316,408.345
1382875,516.91
1223460,434.72
1140043,394.69
1358812,465.59
1384056,414.625
1470747,154.42
1410454,139.62
1329627,139.87
1053569,163.545
1098179,145.935
1489281,144.615
1230739,160.92
1117763,161.25
1016076,173.21
1020937,152.915
1008071,1026.51
1351714,867.775
1278748,1029.065
1033118,872.635
1432496,911.23
1231141,1131.52
1026727,912.13
1077204,1072.63
1438728,924.845
1424161,841.14
1495114,124.315
1438706,188.695
1352093,167.005
1422053,190.76
1332317,174.15
1178329,178.48
1467909,145.09
1347977,172.285
1445235,218.545
1365395,170.365
1467164,310.825
1164908,474.66
1182446,432.44
1393856,412.995
1161200,588.17
1242357,681.595
1344145,390.305
1430031,480.755
1193698,629.96
1449017,367.68
1399041,698.395
1185779,1174.16
1055011,1067.855
1080864,1183.68
1247741,761.425
1041516,997.21
1157213,798.505
1168450,755.73
1392666,876.485
1024666,969.625
1246456,507.565
1213389,591.935
1011038,497.505
1403857,552.14
1377782,588.44
1354740,556.02
1195560,531.395
1000845,494.29
1188391,647.925
1310969,465.99
1203473,209.495
1052376,153.695
1275300,144.45
1168517,130.98
1164780,211.135
1412431,152.97
1215826,208.685
1198539,213.02
1281207,154.39
1400789,140.72
1008981,448.385
1480916,334.02
1174520,180.465
1408456,325.18
1103391,313.625
1108102,314.52
1108547,314.45
1238197,444.435
1043675,315.685
1268656,261.975
1462608,363.995
1418346,413.29
1491979,424.135
1407308,180.715
1010422,385.065
1108134,343.57
1224076,325.085
1140817,327.855
1025411,345.925
1403656,322.82
1161630,1142.325
1021993,867.455
1179517,1181.36
1332254,1131.22
1319159,1183.895
1356974,1157.445
1290939,368.65
1401750,271.165
1064767,1240.135
1070383,1238.72
1029294,292.04
1013001,281.76
1081183,318.435
1485036,346.63
1256807,294.015
1203716,349.56
1414123,335.565
1250749,256.215
1434042,272.055
1048122,289.83
1317164,191.665
1404058,215.735
1099698,107.23
1225205,315.955
1120109,105.505
1317198,191.665
1485133,117.06
1011810,344.08
1212950,578.3
1022775,565.815
1039889,402.745
1347952,323.935
1129722,329.59
1023285,404.655
1330789,306.775
1334275,304.025
1183235,324.13
1278095,345.715
1161492,292.96
1189870,383.8
1232446,753.535
1381352,837.37
1168965,721.52
1300191,645.4
1391636,796.96
1475935,627.085
1413562,738.1
1129712,712.375
1181753,675.875
1094992,790.575
1466568,577.065
1429643,459.84
1301120,577.115
1377778,466.36
1271409,498.87
1168372,522.98
1469059,599.06
1067430,526.68
1155421,536.47
1136593,542.27
1212707,122.44
1313597,125.53
1412241,106.4
1115056,968.055
1292390,784.805
1166952,1024.075
1384513,603.145
1093599,983.535
1367894,563.235
1119869,965.505
1070129,856.21
1394194,645.29
1002435,881.245
1400016,556.06
1371135,675.43
1386866,677.095
1263387,552.055
1316202,624.555
1238695,554.905
1269164,567.55
1212464,515.61
1458850,572.23
1164926,994.49
1138248,610.825
1490626,659.23
1281487,664.455
1082441,497.11
1482938,646.425
1184923,628.025
1326973,663.81
1192047,630.675
1267180,609.49
1246324,826.805
1186964,282.43
1202630,303.375
1269934,294.85
1339581,203.33
1436109,275.895
1101500,247.795
1023599,224.105
1442172,312.055
1157371,264.195
1109804,971.045
1054832,1148.79
1352123,1134.945
1423856,1090.185
1435666,1088.795
1354480,1224.825
1246275,1154.02
1336436,1123.33
1432832,1082.065
1165254,805.335
1066074,412.33
1040567,426.37
1033848,471.05
1060668,389.355
1364029,290.62
1062630,409.125
1094506,419.82
1358659,293.45
1465329,329.465
1440816,281.095
1379869,949.415
1364543,690.385
1209429,740.85
1336922,849.785
1184984,980.875
1033802,1239.215
1102254,879.13
1069100,808.355
1251110,801.915
1422931,858.165
1004866,314.235
1174471,289.385
1499724,297.235
1303018,262.045
1484881,270.94
1336482,245.985
1263568,291.7
1014154,224.265
1145983,227.935
1329014,249.655
1016463,344.945
1014561,271.295
1023254,173.755
1261641,90.11
1242929,165.66
1066835,106.215
1084108,130.05
1273171,205.765
1310686,160.055
1429564,156.98
1417277,333.47
1206235,312.55
1105979,402.21
1299770,286.66
1472997,317.855
1247176,268.765
1035903,333.94
1016929,274.915
1100790,278.545
1479035,304.78
1081099,391.16
1242607,365.92
1495219,335.885
1401482,346.015
1318810,350.965
1400541,347.235
1024895,391.78
1046431,404.025
1068378,409.555
1431933,324.795
1172788,468.745
1393553,630.105
1035358,442.275
1299647,448.515
1272919,515.135
1334372,349.015
1159056,462.895
1302378,454.255
1190534,397.49
1011587,476.505
1105486,812.755
1495174,359.59
1004376,693.06
1320784,544.115
1489187,354.175
1318303,532.575
1481749,318.53
1216902,624.24
1184723,757.7
1226502,667.185
1072688,150.57
1082037,155.215
1248088,550.66
1240215,544.955
1140940,514.32
1372767,547.75
1319511,532.015
1163430,495.84
1024275,625.94
1176115,511.455
1493372,214.935
1015693,171.69
1397319,226.86
1361853,350.265
1037616,353.03
1069003,200.36
1429561,213.52
1379641,222.06
1380619,271.155
1305515,262.07
1326014,471.76
1363993,423.81
1065978,525.795
1124674,459.01
1031580,398.69
1076145,459.84
1062552,461.025
1043014,446.595
1219837,469.07
1496028,602.68
1067574,65.035
1025091,59.42
1153270,177.925
1394193,52.4
1142889,85.005
1158789,79.025
1287972,124.37
1206482,97.01
1212175,77.27
1016096,165.535
1049986,766.405
1058080,1052.01
1385476,979.965
1197433,1050.55
1157667,656.095
1462354,1088.125
1447886,1179.565
1414248,712.65
1071904,800.28
1233401,1005.19
1205618,390.755
1156440,376.91
1069575,818.27
1049835,678.655
1208125,914.035
1092107,828.075
1246248,766.53
1200152,919.14
1183897,844.41
1391457,735.055
1184133,598.775
1460544,553.815
1232535,647.425
1479916,601.735
